Ips,Count,% Over total
23.206.188.64,1,0.00%
23.222.236.50,1,0.00%
23.38.109.76,1,0.00%
13.226.184.43,1,0.00%
188.165.244.143,1,0.00%
17.250.99.135,1,0.00%
23.53.150.12,1,0.00%
17.250.99.136,1,0.00%
17.250.98.73,1,0.00%
52.26.55.23,1,0.00%
35.164.101.11,1,0.00%
47.145.71.49,1,0.00%
154.21.22.22,1,0.00%
198.12.120.226,1,0.00%
5.18.147.163,1,0.00%
34.215.254.233,1,0.00%
193.198.34.24,1,0.00%
52.216.164.125,1,0.00%
52.217.1.86,1,0.00%
83.84.10.34,1,0.00%
54.170.15.64,1,0.00%
23.55.62.34,1,0.00%
163.158.206.255,1,0.00%
71.232.138.242,1,0.00%
79.195.68.129,1,0.00%
17.250.99.71,1,0.00%
54.230.21.16,1,0.00%
96.16.55.32,1,0.00%
165.22.163.18,1,0.00%
107.21.231.28,1,0.00%
23.47.204.16,1,0.00%
213.141.154.201,1,0.00%
172.58.178.200,1,0.00%
23.47.204.10,1,0.00%
23.47.204.28,1,0.00%
3.1.88.210,1,0.00%
73.44.221.157,1,0.00%
157.90.109.206,1,0.00%
45.137.90.225,1,0.00%
23.47.204.14,1,0.00%
81.16.105.179,1,0.00%
23.47.204.35,1,0.00%
20.46.25.66,1,0.00%
183.160.248.12,1,0.00%
142.114.123.171,1,0.00%
138.201.101.22,1,0.00%
192.99.8.31,1,0.00%
99.84.192.47,1,0.00%
35.201.227.227,1,0.00%
45.131.192.199,1,0.00%
23.203.185.224,1,0.00%
23.46.196.113,1,0.00%
34.192.80.237,1,0.00%
81.218.197.150,1,0.00%
159.205.142.231,1,0.00%
86.151.42.72,1,0.00%
165.227.51.19,1,0.00%
167.71.131.130,1,0.00%
113.200.71.106,1,0.00%
100.11.150.74,1,0.00%
167.99.4.53,1,0.00%
176.232.1.23,1,0.00%
78.46.100.57,1,0.00%
95.152.51.185,1,0.00%
188.136.248.143,1,0.00%
90.60.74.38,1,0.00%
212.115.108.181,1,0.00%
37.59.32.10,1,0.00%
23.206.229.137,1,0.00%
184.29.65.77,1,0.00%
72.246.45.32,1,0.00%
180.218.135.8,1,0.00%
23.211.181.177,1,0.00%
136.55.81.17,1,0.00%
190.162.111.115,1,0.00%
172.16.50.6,1,0.00%
77.172.93.61,1,0.00%
184.85.232.41,1,0.00%
184.85.232.43,1,0.00%
89.113.138.95,1,0.00%
199.189.240.76,1,0.00%
65.108.75.18,1,0.00%
104.126.118.211,1,0.00%
13.226.99.20,1,0.00%
10.6.6.6,1,0.00%
212.51.138.56,1,0.00%
212.102.40.162,1,0.00%
23.55.252.175,1,0.00%
90.65.165.63,1,0.00%
23.2.50.22,1,0.00%
220.250.63.83,1,0.00%
91.228.45.130,1,0.00%
46.243.220.236,1,0.00%
23.219.201.173,1,0.00%
23.206.164.132,1,0.00%
159.203.48.162,1,0.00%
172.67.220.100,1,0.00%
104.21.78.111,1,0.00%
17.188.167.20,1,0.00%
31.13.67.35,1,0.00%
17.188.131.16,1,0.00%
152.89.104.203,1,0.00%
23.37.124.25,1,0.00%
184.28.78.135,1,0.00%
23.49.3.248,1,0.00%
108.177.122.93,1,0.00%
209.54.177.41,1,0.00%
50.57.31.206,1,0.00%
23.43.85.209,1,0.00%
151.101.1.16,1,0.00%
23.15.9.51,1,0.00%
34.107.243.93,1,0.00%
23.194.108.25,1,0.00%
23.47.204.50,1,0.00%
98.136.96.77,1,0.00%
104.81.48.185,1,0.00%
54.230.84.118,1,0.00%
104.126.119.114,1,0.00%
96.17.68.73,1,0.00%
52.21.207.182,1,0.00%
13.226.101.118,1,0.00%
13.226.101.124,1,0.00%
3.213.113.150,1,0.00%
13.225.141.141,1,0.00%
23.218.193.190,1,0.00%
184.50.27.8,1,0.00%
52.38.243.52,1,0.00%
17.188.164.89,1,0.00%
17.253.15.214,1,0.00%
8.34.112.228,1,0.00%
54.68.29.22,1,0.00%
13.226.225.119,1,0.00%
23.48.202.8,1,0.00%
17.248.213.70,1,0.00%
104.121.76.82,1,0.00%
18.165.112.102,1,0.00%
23.48.23.17,1,0.00%
52.36.137.254,1,0.00%
199.232.193.119,1,0.00%
17.188.129.17,1,0.00%
52.42.105.62,1,0.00%
135.181.52.139,1,0.00%
192.40.36.238,1,0.00%
52.46.143.56,1,0.00%
52.94.239.40,1,0.00%
141.226.124.48,1,0.00%
138.201.103.109,1,0.00%
35.155.51.37,1,0.00%
23.40.207.225,1,0.00%
52.46.131.231,1,0.00%
104.93.21.24,1,0.00%
54.83.175.63,1,0.00%
23.43.85.197,1,0.00%
13.226.225.95,1,0.00%
23.63.243.96,1,0.00%
23.55.62.80,1,0.00%
17.248.129.143,1,0.00%
18.238.171.75,1,0.00%
157.245.140.69,1,0.00%
17.188.128.24,1,0.00%
51.195.75.64,1,0.00%
138.75.124.190,1,0.00%
209.250.233.60,1,0.00%
178.218.72.140,1,0.00%
54.192.81.83,1,0.00%
8.136.4.15,1,0.00%
13.225.142.101,1,0.00%
13.224.42.118,1,0.00%
23.44.16.91,1,0.00%
54.230.31.57,1,0.00%
23.206.188.33,1,0.00%
188.40.231.37,1,0.00%
165.22.232.139,1,0.00%
108.227.56.27,1,0.00%
61.135.215.23,1,0.00%
176.52.111.252,1,0.00%
51.178.118.207,1,0.00%
197.92.134.108,1,0.00%
94.211.160.72,1,0.00%
67.190.190.197,1,0.00%
64.227.176.215,1,0.00%
95.211.187.229,1,0.00%
17.253.73.204,1,0.00%
17.253.14.251,1,0.00%
52.94.235.74,1,0.00%
85.179.163.2,1,0.00%
223.87.235.180,1,0.00%
18.160.60.128,1,0.00%
99.84.203.98,1,0.00%
222.209.116.223,1,0.00%
183.230.248.88,1,0.00%
17.188.134.37,1,0.00%
17.188.161.83,1,0.00%
10.18.6.221,1,0.00%
17.188.164.216,1,0.00%
17.188.160.210,1,0.00%
34.209.25.42,1,0.00%
157.230.108.89,1,0.00%
18.154.242.129,1,0.00%
13.226.100.106,1,0.00%
18.144.14.141,1,0.00%
104.51.161.162,1,0.00%
18.164.174.86,1,0.00%
23.209.188.145,1,0.00%
82.102.114.196,1,0.00%
96.16.60.78,1,0.00%
46.17.63.144,1,0.00%
18.164.78.49,1,0.00%
104.106.50.235,1,0.00%
114.227.51.236,1,0.00%
173.223.239.192,1,0.00%
172.20.10.5,1,0.00%
23.4.190.169,1,0.00%
20.56.35.166,1,0.00%
95.217.228.178,1,0.00%
106.51.3.189,1,0.00%
54.230.31.94,1,0.00%
13.249.102.82,1,0.00%
13.224.42.70,1,0.00%
45.9.61.171,1,0.00%
17.188.147.169,1,0.00%
180.106.70.92,1,0.00%
35.182.44.92,1,0.00%
13.226.225.66,1,0.00%
3.96.83.43,1,0.00%
52.202.71.11,1,0.00%
3.91.149.54,1,0.00%
54.86.43.2,1,0.00%
35.236.27.216,1,0.00%
113.80.57.50,1,0.00%
222.209.117.21,1,0.00%
13.249.126.78,1,0.00%
85.9.20.145,1,0.00%
63.141.225.226,1,0.00%
47.149.134.146,1,0.00%
71.251.62.183,1,0.00%
185.192.71.189,1,0.00%
86.106.74.45,1,0.00%
90.241.131.255,1,0.00%
64.227.71.194,1,0.00%
172.25.129.12,1,0.00%
125.59.1.54,1,0.00%
165.227.44.53,1,0.00%
10.118.0.3,1,0.00%
211.34.233.241,1,0.00%
112.66.105.67,1,0.00%
147.194.177.165,1,0.00%
96.27.65.39,1,0.00%
10.0.20.46,1,0.00%
171.88.191.81,1,0.00%
180.115.98.52,1,0.00%
211.34.4.11,1,0.00%
42.2.144.156,1,0.00%
35.163.81.178,1,0.00%
23.208.8.215,1,0.00%
62.171.137.55,1,0.00%
17.250.98.78,1,0.00%
111.29.175.17,1,0.00%
118.195.152.253,1,0.00%
63.141.242.45,1,0.00%
184.27.155.121,1,0.00%
17.36.196.139,1,0.00%
111.29.125.174,1,0.00%
54.230.31.78,1,0.00%
110.245.47.63,1,0.00%
85.195.89.13,1,0.00%
171.88.189.234,1,0.00%
45.227.255.44,1,0.00%
213.164.204.152,1,0.00%
89.21.75.74,1,0.00%
18.232.184.57,1,0.00%
111.33.236.76,1,0.00%
10.0.21.30,1,0.00%
23.206.230.114,1,0.00%
177.173.222.188,1,0.00%
177.173.222.187,1,0.00%
94.102.124.50,1,0.00%
138.68.49.31,1,0.00%
201.50.90.110,1,0.00%
117.191.68.144,1,0.00%
35.137.68.6,1,0.00%
110.245.43.87,1,0.00%
197.82.223.231,1,0.00%
10.208.171.176,1,0.00%
121.109.178.185,1,0.00%
61.28.233.154,1,0.00%
180.115.231.212,1,0.00%
82.8.150.253,1,0.00%
153.242.144.9,1,0.00%
35.195.87.97,1,0.00%
84.65.220.100,1,0.00%
180.116.118.144,1,0.00%
35.192.122.113,1,0.00%
113.65.80.14,1,0.00%
197.89.155.170,1,0.00%
87.67.43.145,1,0.00%
84.236.63.44,1,0.00%
89.147.111.79,1,0.00%
172.18.44.2,1,0.00%
180.115.100.185,1,0.00%
18.208.223.6,1,0.00%
87.103.245.205,1,0.00%
84.66.226.7,1,0.00%
66.177.159.112,1,0.00%
125.238.238.197,1,0.00%
213.202.211.97,1,0.00%
79.107.241.50,1,0.00%
95.217.18.92,1,0.00%
194.87.113.114,1,0.00%
84.238.40.90,1,0.00%
144.172.118.154,1,0.00%
80.228.153.1,1,0.00%
79.224.122.232,1,0.00%
99.149.215.67,1,0.00%
149.34.18.165,1,0.00%
3.122.192.133,1,0.00%
178.168.27.48,1,0.00%
83.23.111.229,1,0.00%
76.22.49.213,1,0.00%
51.159.53.93,1,0.00%
118.126.82.109,1,0.00%
172.18.0.7,1,0.00%
13.225.142.81,1,0.00%
18.65.25.98,1,0.00%
191.27.114.52,1,0.00%
18.164.154.58,1,0.00%
34.160.132.163,1,0.00%
65.19.134.245,1,0.00%
222.209.119.255,1,0.00%
104.22.26.183,1,0.00%
54.81.184.196,1,0.00%
83.23.68.131,1,0.00%
223.83.203.133,1,0.00%
212.169.205.103,1,0.00%
113.78.160.132,1,0.00%
116.202.21.165,1,0.00%
180.94.161.153,1,0.00%
3.226.13.185,1,0.00%
18.164.175.199,1,0.00%
23.37.28.163,1,0.00%
23.44.28.164,1,0.00%
18.65.25.49,1,0.00%
142.251.2.156,1,0.00%
142.250.217.147,1,0.00%
167.99.123.213,1,0.00%
185.26.156.55,1,0.00%
68.50.239.4,1,0.00%
75.158.66.113,1,0.00%
80.78.27.103,1,0.00%
193.181.35.100,1,0.00%
79.161.178.215,1,0.00%
80.192.229.226,1,0.00%
151.246.156.219,1,0.00%
109.250.23.196,1,0.00%
23.12.40.82,1,0.00%
49.189.216.86,1,0.00%
172.67.69.226,1,0.00%
54.91.59.199,1,0.00%
23.38.229.47,1,0.00%
35.186.239.238,1,0.00%
52.28.12.78,1,0.00%
23.12.40.56,1,0.00%
142.250.72.174,1,0.00%
109.235.62.24,1,0.00%
45.134.140.140,1,0.00%
85.140.8.1,1,0.00%
13.249.102.79,1,0.00%
217.24.231.149,1,0.00%
47.251.39.209,1,0.00%
187.167.73.69,1,0.00%
18.64.229.177,1,0.00%
171.88.191.76,1,0.00%
50.116.13.123,1,0.00%
23.33.22.71,1,0.00%
85.25.195.84,1,0.00%
124.222.158.228,1,0.00%
108.156.245.122,1,0.00%
200.93.120.196,1,0.00%
191.201.130.181,1,0.00%
118.114.81.214,1,0.00%
100.27.36.210,1,0.00%
108.138.159.52,1,0.00%
18.238.132.11,1,0.00%
23.137.251.61,1,0.00%
180.115.104.225,1,0.00%
45.88.171.100,1,0.00%
10.34.192.25,1,0.00%
190.218.125.189,1,0.00%
35.169.43.33,1,0.00%
23.194.116.10,1,0.00%
173.222.57.80,1,0.00%
13.226.100.89,1,0.00%
23.194.116.122,1,0.00%
23.194.116.82,1,0.00%
222.209.118.211,1,0.00%
147.75.100.149,1,0.00%
23.194.116.43,1,0.00%
23.194.116.81,1,0.00%
23.194.116.67,1,0.00%
110.245.43.74,1,0.00%
66.103.50.37,1,0.00%
99.84.192.82,1,0.00%
23.11.248.45,1,0.00%
17.248.142.18,1,0.00%
3.161.150.41,1,0.00%
104.99.129.199,1,0.00%
104.90.240.110,1,0.00%
114.217.146.157,1,0.00%
13.226.103.64,1,0.00%
157.230.153.148,1,0.00%
23.194.116.114,1,0.00%
212.129.39.212,1,0.00%
104.106.7.14,1,0.00%
17.248.131.211,1,0.00%
184.31.58.170,1,0.00%
41.104.235.101,1,0.00%
17.188.156.47,1,0.00%
104.16.126.175,1,0.00%
23.44.22.120,1,0.00%
193.104.222.209,1,0.00%
216.58.192.78,1,0.00%
23.45.235.115,1,0.00%
185.112.147.85,1,0.00%
118.165.14.143,1,0.00%
108.139.15.10,1,0.00%
13.226.94.54,1,0.00%
58.161.136.150,1,0.00%
76.124.211.17,1,0.00%
13.226.228.66,1,0.00%
17.248.131.23,1,0.00%
23.67.33.139,1,0.00%
10.0.24.190,1,0.00%
35.225.254.236,1,0.00%
104.24.106.33,1,0.00%
99.84.208.119,1,0.00%
23.38.225.77,1,0.00%
13.35.95.63,1,0.00%
104.238.151.247,1,0.00%
52.76.53.202,1,0.00%
23.37.123.241,1,0.00%
23.198.119.52,1,0.00%
51.75.30.138,1,0.00%
5.206.75.145,1,0.00%
23.223.17.196,1,0.00%
34.237.210.173,1,0.00%
61.76.215.224,1,0.00%
188.166.48.69,1,0.00%
80.249.99.148,1,0.00%
157.245.141.170,1,0.00%
18.154.206.104,1,0.00%
13.225.142.13,1,0.00%
36.236.76.164,1,0.00%
198.51.100.170,1,0.00%
104.76.214.177,1,0.00%
23.38.189.41,1,0.00%
10.20.1.132,1,0.00%
104.28.13.243,1,0.00%
79.41.240.113,1,0.00%
138.199.58.84,1,0.00%
77.2.40.250,1,0.00%
153.100.176.249,1,0.00%
205.185.116.143,1,0.00%
78.157.171.44,1,0.00%
98.97.81.129,1,0.00%
93.104.174.41,1,0.00%
76.169.105.131,1,0.00%
167.179.177.3,1,0.00%
66.176.96.173,1,0.00%
102.89.38.77,1,0.00%
80.60.120.119,1,0.00%
87.166.36.21,1,0.00%
204.85.191.9,1,0.00%
185.65.135.176,1,0.00%
40.121.138.147,1,0.00%
188.182.153.82,1,0.00%
136.62.35.148,1,0.00%
52.195.16.107,1,0.00%
188.126.15.127,1,0.00%
213.87.128.129,1,0.00%
52.78.163.216,1,0.00%
35.209.58.212,1,0.00%
198.100.146.225,1,0.00%
213.118.159.247,1,0.00%
96.43.130.234,1,0.00%
95.213.164.11,1,0.00%
111.229.115.199,1,0.00%
45.61.185.90,1,0.00%
95.57.109.198,1,0.00%
195.245.96.61,1,0.00%
85.214.228.203,1,0.00%
139.28.218.188,1,0.00%
203.160.86.191,1,0.00%
52.53.184.110,1,0.00%
193.37.32.103,1,0.00%
116.202.51.226,1,0.00%
94.214.237.213,1,0.00%
97.91.35.156,1,0.00%
37.144.248.203,1,0.00%
23.55.213.160,1,0.00%
104.28.12.243,1,0.00%
42.2.108.19,1,0.00%
114.225.168.135,1,0.00%
23.53.40.65,1,0.00%
2.18.96.19,1,0.00%
2.21.21.17,1,0.00%
17.253.57.199,1,0.00%
104.16.160.145,1,0.00%
17.253.57.209,1,0.00%
17.57.146.173,1,0.00%
17.248.213.66,1,0.00%
2.19.126.78,1,0.00%
18.214.161.181,1,0.00%
23.196.243.90,1,0.00%
17.188.178.190,1,0.00%
184.24.77.63,1,0.00%
139.178.89.101,1,0.00%
14.156.96.237,1,0.00%
54.231.115.58,1,0.00%
23.11.98.217,1,0.00%
52.216.227.147,1,0.00%
54.231.114.164,1,0.00%
2.18.96.230,1,0.00%
3.163.125.86,1,0.00%
18.154.242.67,1,0.00%
23.59.191.105,1,0.00%
108.179.232.78,1,0.00%
172.67.161.31,1,0.00%
185.79.156.193,1,0.00%
17.248.131.202,1,0.00%
17.248.185.83,1,0.00%
104.21.9.171,1,0.00%
17.250.99.134,1,0.00%
95.216.32.53,1,0.00%
23.40.207.146,1,0.00%
23.6.204.119,1,0.00%
184.28.203.65,1,0.00%
23.203.197.53,1,0.00%
23.203.204.8,1,0.00%
95.81.211.148,1,0.00%
3.163.125.71,1,0.00%
52.27.184.151,1,0.00%
72.246.244.136,1,0.00%
51.81.56.15,1,0.00%
13.225.150.222,1,0.00%
213.148.183.135,1,0.00%
13.225.142.23,1,0.00%
17.250.98.10,1,0.00%
17.250.99.68,1,0.00%
17.188.161.153,1,0.00%
88.6.112.62,1,0.00%
17.188.166.217,1,0.00%
65.109.158.144,1,0.00%
178.21.10.231,1,0.00%
3.161.188.58,1,0.00%
193.154.184.18,1,0.00%
17.248.142.23,1,0.00%
99.236.212.92,1,0.00%
23.43.254.90,1,0.00%
188.29.25.96,1,0.00%
178.49.187.134,1,0.00%
23.55.214.186,1,0.00%
123.243.7.164,1,0.00%
31.44.0.55,1,0.00%
95.217.170.159,1,0.00%
184.28.221.42,1,0.00%
23.55.62.138,1,0.00%
163.172.149.218,1,0.00%
80.78.24.135,1,0.00%
23.197.96.163,1,0.00%
174.108.76.174,1,0.00%
45.86.243.62,1,0.00%
104.76.214.40,1,0.00%
122.248.45.200,1,0.00%
79.147.166.199,1,0.00%
82.8.69.227,1,0.00%
104.76.214.49,1,0.00%
170.253.226.40,1,0.00%
212.251.203.164,1,0.00%
23.62.212.24,1,0.00%
23.193.106.184,1,0.00%
17.188.161.91,1,0.00%
85.239.40.153,1,0.00%
17.188.167.93,1,0.00%
107.140.102.202,1,0.00%
17.188.162.119,1,0.00%
17.250.99.74,1,0.00%
102.182.200.72,1,0.00%
90.94.155.22,1,0.00%
75.131.2.115,1,0.00%
180.150.118.47,1,0.00%
77.37.134.19,1,0.00%
184.30.148.208,1,0.00%
90.125.201.51,1,0.00%
103.84.209.26,1,0.00%
13.225.142.118,1,0.00%
23.206.171.42,1,0.00%
103.118.168.94,1,0.00%
62.112.9.92,1,0.00%
82.140.231.9,1,0.00%
82.165.57.155,1,0.00%
89.147.109.43,1,0.00%
134.19.179.195,1,0.00%
92.119.17.7,1,0.00%
69.244.84.61,1,0.00%
109.250.176.80,1,0.00%
23.75.53.124,1,0.00%
184.26.136.105,1,0.00%
17.248.138.16,1,0.00%
73.126.235.9,1,0.00%
23.216.129.109,1,0.00%
52.41.182.124,1,0.00%
54.214.189.173,1,0.00%
173.62.79.34,1,0.00%
81.12.83.170,1,0.00%
73.152.233.100,1,0.00%
35.138.65.118,1,0.00%
3.161.193.5,1,0.00%
54.230.253.75,1,0.00%
3.163.109.33,1,0.00%
23.184.48.6,1,0.00%
207.148.68.162,1,0.00%
18.154.131.179,1,0.00%
108.139.15.93,1,0.00%
84.240.59.239,1,0.00%
124.122.70.179,1,0.00%
178.17.170.112,1,0.00%
23.66.49.176,1,0.00%
23.62.142.131,1,0.00%
23.32.120.30,1,0.00%
185.156.179.199,1,0.00%
23.48.162.200,1,0.00%
134.41.147.247,1,0.00%
212.33.245.6,1,0.00%
91.64.105.110,1,0.00%
173.222.196.24,1,0.00%
23.55.185.81,1,0.00%
104.18.103.56,1,0.00%
31.132.236.26,1,0.00%
45.9.148.62,1,0.00%
95.148.154.125,1,0.00%
193.108.114.11,1,0.00%
178.63.84.248,1,0.00%
96.234.172.162,1,0.00%
81.249.146.180,1,0.00%
132.226.209.14,1,0.00%
212.129.0.80,1,0.00%
185.122.87.109,1,0.00%
51.15.51.30,1,0.00%
142.118.163.118,1,0.00%
176.36.78.99,1,0.00%
178.202.206.146,1,0.00%
185.65.134.253,1,0.00%
73.243.116.56,1,0.00%
122.107.223.37,1,0.00%
203.129.111.182,1,0.00%
217.209.113.38,1,0.00%
37.45.182.243,1,0.00%
185.32.66.94,1,0.00%
50.26.28.126,1,0.00%
91.121.143.199,1,0.00%
211.27.40.193,1,0.00%
80.218.91.162,1,0.00%
23.197.96.25,1,0.00%
185.22.153.134,1,0.00%
62.29.68.162,1,0.00%
81.111.253.13,1,0.00%
130.245.42.155,1,0.00%
114.129.185.253,1,0.00%
83.169.16.161,1,0.00%
81.70.7.40,1,0.00%
91.77.169.229,1,0.00%
157.245.253.92,1,0.00%
221.118.63.131,1,0.00%
89.103.159.103,1,0.00%
95.154.88.99,1,0.00%
112.199.251.240,1,0.00%
5.181.156.157,1,0.00%
79.130.214.84,1,0.00%
73.128.117.252,1,0.00%
185.213.175.222,1,0.00%
100.34.127.250,1,0.00%
73.141.231.122,1,0.00%
134.209.153.32,1,0.00%
23.207.52.132,1,0.00%
140.78.91.37,1,0.00%
142.250.9.155,1,0.00%
98.51.108.86,1,0.00%
98.21.135.85,1,0.00%
216.201.9.111,1,0.00%
104.16.100.29,1,0.00%
146.199.172.218,1,0.00%
23.40.28.166,1,0.00%
162.125.19.130,1,0.00%
20.75.32.255,1,0.00%
23.216.70.97,1,0.00%
172.217.10.194,1,0.00%
104.16.99.29,1,0.00%
104.73.8.186,1,0.00%
23.40.28.217,1,0.00%
142.251.45.238,1,0.00%
183.79.219.124,1,0.00%
173.194.219.155,1,0.00%
103.231.91.59,1,0.00%
104.18.3.37,1,0.00%
24.164.16.178,1,0.00%
93.159.239.5,1,0.00%
177.11.209.56,1,0.00%
176.214.93.26,1,0.00%
85.142.178.237,1,0.00%
185.193.143.51,1,0.00%
70.74.106.54,1,0.00%
73.245.8.156,1,0.00%
18.155.1.29,1,0.00%
23.48.162.146,1,0.00%
45.86.230.73,1,0.00%
84.68.88.119,1,0.00%
95.217.171.122,1,0.00%
17.250.99.14,1,0.00%
85.5.129.146,1,0.00%
23.215.104.88,1,0.00%
23.40.26.85,1,0.00%
187.20.11.73,1,0.00%
162.125.8.13,1,0.00%
104.73.8.49,1,0.00%
23.75.179.118,1,0.00%
23.15.196.168,1,0.00%
23.48.105.18,1,0.00%
108.156.152.127,1,0.00%
17.188.164.93,1,0.00%
23.48.94.147,1,0.00%
64.233.177.93,1,0.00%
142.250.105.93,1,0.00%
142.250.9.132,1,0.00%
23.60.46.237,1,0.00%
23.60.33.114,1,0.00%
173.222.137.42,1,0.00%
142.250.9.138,1,0.00%
23.41.4.208,1,0.00%
172.217.215.119,1,0.00%
142.250.105.136,1,0.00%
3.161.163.28,1,0.00%
13.249.120.16,1,0.00%
3.214.139.68,1,0.00%
18.165.116.96,1,0.00%
23.206.229.102,1,0.00%
23.253.31.170,1,0.00%
54.157.82.179,1,0.00%
184.25.56.52,1,0.00%
23.60.12.26,1,0.00%
74.125.138.105,1,0.00%
13.225.142.114,1,0.00%
85.214.249.110,1,0.00%
23.48.162.47,1,0.00%
23.48.162.55,1,0.00%
23.78.152.80,1,0.00%
184.28.221.104,1,0.00%
52.10.55.151,1,0.00%
104.85.240.195,1,0.00%
18.155.1.76,1,0.00%
142.251.15.84,1,0.00%
72.246.56.72,1,0.00%
17.188.140.167,1,0.00%
172.217.164.38,1,0.00%
172.217.164.40,1,0.00%
185.152.66.4,1,0.00%
173.223.239.13,1,0.00%
23.221.227.174,1,0.00%
142.251.15.148,1,0.00%
184.87.194.19,1,0.00%
23.40.205.139,1,0.00%
216.137.45.11,1,0.00%
90.157.242.29,1,0.00%
140.99.196.134,1,0.00%
52.0.107.149,1,0.00%
209.172.2.50,1,0.00%
104.70.64.101,1,0.00%
23.220.49.18,1,0.00%
15.197.253.39,1,0.00%
103.246.244.69,1,0.00%
184.29.92.71,1,0.00%
23.194.121.62,1,0.00%
8.252.18.252,1,0.00%
184.30.148.166,1,0.00%
17.249.146.70,1,0.00%
36.205.30.36,1,0.00%
184.51.0.250,1,0.00%
104.72.156.213,1,0.00%
72.246.65.154,1,0.00%
104.75.107.145,1,0.00%
23.204.244.117,1,0.00%
23.207.195.114,1,0.00%
23.6.191.13,1,0.00%
23.43.85.201,1,0.00%
154.41.233.192,1,0.00%
172.67.200.50,1,0.00%
18.64.236.33,1,0.00%
216.137.45.42,1,0.00%
172.253.124.97,1,0.00%
172.16.209.130,1,0.00%
23.211.100.162,1,0.00%
23.37.72.55,1,0.00%
18.244.202.37,1,0.00%
18.64.236.97,1,0.00%
101.42.221.223,1,0.00%
18.160.60.126,1,0.00%
104.101.200.217,1,0.00%
13.225.142.96,1,0.00%
17.188.131.18,1,0.00%
192.169.82.226,1,0.00%
23.78.107.131,1,0.00%
17.248.134.149,1,0.00%
96.16.60.85,1,0.00%
99.84.108.113,1,0.00%
23.55.37.163,1,0.00%
95.43.104.62,1,0.00%
109.126.138.31,1,0.00%
23.209.188.200,1,0.00%
167.99.181.218,1,0.00%
52.216.32.19,1,0.00%
96.7.224.83,1,0.00%
23.205.154.154,1,0.00%
1.203.66.50,1,0.00%
23.35.69.73,1,0.00%
23.217.55.180,1,0.00%
185.152.67.152,1,0.00%
95.217.169.255,1,0.00%
23.43.4.201,1,0.00%
23.216.129.155,1,0.00%
23.201.103.26,1,0.00%
17.188.163.88,1,0.00%
13.32.230.63,1,0.00%
23.207.48.136,1,0.00%
17.188.168.28,1,0.00%
173.223.239.208,1,0.00%
23.204.147.203,1,0.00%
13.226.100.6,1,0.00%
16.162.238.67,1,0.00%
23.63.243.152,1,0.00%
52.216.84.157,1,0.00%
216.137.39.119,1,0.00%
23.39.179.17,1,0.00%
17.248.142.100,1,0.00%
23.214.112.219,1,0.00%
23.55.37.154,1,0.00%
23.223.201.32,1,0.00%
23.55.37.208,1,0.00%
13.226.204.126,1,0.00%
74.125.155.199,1,0.00%
104.75.163.112,1,0.00%
104.75.163.74,1,0.00%
23.205.154.170,1,0.00%
17.188.166.214,1,0.00%
17.188.27.45,1,0.00%
17.188.165.90,1,0.00%
17.248.188.48,1,0.00%
3.99.86.231,1,0.00%
23.218.127.136,1,0.00%
23.218.120.198,1,0.00%
172.217.8.110,1,0.00%
23.40.207.57,1,0.00%
167.99.190.180,1,0.00%
27.29.247.80,1,0.00%
95.10.50.136,1,0.00%
188.133.215.106,1,0.00%
183.225.239.119,1,0.00%
173.194.74.94,1,0.00%
5.196.190.82,1,0.00%
13.226.210.87,1,0.00%
104.114.164.190,1,0.00%
13.225.142.120,1,0.00%
70.173.238.214,1,0.00%
79.224.111.89,1,0.00%
13.226.93.19,1,0.00%
91.113.23.236,1,0.00%
70.119.131.96,1,0.00%
91.200.111.221,1,0.00%
23.10.215.50,1,0.00%
23.222.7.196,1,0.00%
18.65.21.37,1,0.00%
51.15.85.120,1,0.00%
31.209.168.44,1,0.00%
89.247.255.109,1,0.00%
109.166.78.61,1,0.00%
35.183.158.123,1,0.00%
18.155.1.50,1,0.00%
93.228.214.196,1,0.00%
17.188.161.222,1,0.00%
17.188.162.27,1,0.00%
17.188.162.30,1,0.00%
23.219.154.73,1,0.00%
23.73.128.89,1,0.00%
23.67.33.97,1,0.00%
128.70.251.202,1,0.00%
82.64.175.216,1,0.00%
83.30.110.156,1,0.00%
18.64.155.10,1,0.00%
23.207.52.206,1,0.00%
46.4.115.247,1,0.00%
104.107.105.248,1,0.00%
91.58.171.11,1,0.00%
85.146.167.185,1,0.00%
185.152.66.241,1,0.00%
101.69.200.24,1,0.00%
184.27.177.83,1,0.00%
23.197.97.110,1,0.00%
73.184.83.65,1,0.00%
110.23.77.111,1,0.00%
149.28.37.138,1,0.00%
35.172.30.80,1,0.00%
54.157.88.204,1,0.00%
159.69.118.229,1,0.00%
83.54.135.249,1,0.00%
149.28.206.114,1,0.00%
13.35.89.3,1,0.00%
34.231.7.9,1,0.00%
13.226.99.58,1,0.00%
13.226.99.33,1,0.00%
52.216.171.19,1,0.00%
35.174.74.237,1,0.00%
178.8.237.46,1,0.00%
188.27.69.81,1,0.00%
104.104.244.202,1,0.00%
95.179.137.101,1,0.00%
182.90.208.142,1,0.00%
172.67.151.247,1,0.00%
104.21.32.125,1,0.00%
45.77.2.244,1,0.00%
104.238.173.239,1,0.00%
103.214.108.42,1,0.00%
50.16.223.129,1,0.00%
217.163.29.195,1,0.00%
45.63.83.54,1,0.00%
